Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Start_Alt (ft MSL),Max Altitude (ft MSL/ft AGL),Surface Height (ft MSL),Pressure Altitude (ft MSL),Offset (ft),Sensor Info,ENL_Engine_Run_Start_Times,MOP_Engine_Run_Start_Times,RPM_Engine_Run_Start_Times,ENL_Engine_Run_Altitudes_MSL,MOP_Engine_Run_Altitudes_MSL,RPM_Engine_Run_Altitudes_MSL,ENL_Engine_Run_Altitudes_AGL,MOP_Engine_Run_Altitudes_AGL,RPM_Engine_Run_Altitudes_AGL,ENL_Noise_Registration_Times,MOP_Noise_Registration_Times,RPM_Noise_Registration_Times,ENL_Noise_Registration_Altitudes_AGL,MOP_Noise_Registration_Altitudes_AGL,RPM_Noise_Registration_Altitudes_AGL
08/12/2024,4536-9240051740.igc,HpHTwinshark,3:37:29,184349,222118,HOME,931,7559[6680],284,257,-27,"HpHTwinshark's ENL monitor reports Engine Run 3 minutes, starts at T=184450 and: 1194 msl [273 agl]; Height gain/loss is: 1781
HpHTwinshark Motor noise registered by ENL sensor at t=['184450', '184818'] and [273, 2086]AGL",184450,,,1194,,,273.0,,,"184450,184818",,,"273.0,2086.0",,
08/15/2024,4536-9239003284.igc,JS-3-18m,5:27:25,174103,230828,HOME,944,8366[6391],288,261,-27,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=230316 and: 1932 msl [1014 agl]; Height gain/loss is: 62
JS-3-18m Motor noise registered by MOP sensor at t=['174937', '174953', '175155', '175203', '175439', '175449', '175700', '175710', '180138', '180152', '194559', '194607', '194609', '194618', '194626', '194630', '194631', '194636', '194639', '194644', '210735', '210744', '210748', '210755', '213642', '213646', '220924', '220939', '220946', '220951', '224952', '225002', '225254', '225258', '225300', '225304', '225732', '225746', '225851', '225856', '225901', '225907', '225926', '225949', '230049', '230053', '230137', '230140', '230234', '230241', '230316', '230450'] and [3399, 3517, 3793, 3777, 4616, 4534, 3990, 3963, 2877, 2854, 3682, 3645, 3625, 3501, 3390, 3360, 3356, 3356, 3363, 3340, 3094, 2963, 2801, 3169, 3933, 3960, 4108, 4032, 3983, 3934, 4064, 4033, 3442, 3442, 3439, 3363, 2687, 2585, 2264, 2214, 2178, 2123, 2037, 1975, 1427, 1392, 1161, 1155, 916, 941, 1014, 1056]AGL",,230316,,,1932,,,1014.0,,,"174937,174953,175155,175203,175439,175449,175700,175710,180138,180152,194559,194607,194609,194618,194626,194630,194631,194636,194639,194644,210735,210744,210748,210755,213642,213646,220924,220939,220946,220951,224952,225002,225254,225258,225300,225304,225732,225746,225851,225856,225901,225907,225926,225949,230049,230053,230137,230140,230234,230241,230316,230450",,,"3399.0,3517.0,3793.0,3777.0,4616.0,4534.0,3990.0,3963.0,2877.0,2854.0,3682.0,3645.0,3625.0,3501.0,3390.0,3360.0,3356.0,3356.0,3363.0,3340.0,3094.0,2963.0,2801.0,3169.0,3933.0,3960.0,4108.0,4032.0,3983.0,3934.0,4064.0,4033.0,3442.0,3442.0,3439.0,3363.0,2687.0,2585.0,2264.0,2214.0,2178.0,2123.0,2037.0,1975.0,1427.0,1392.0,1161.0,1155.0,916.0,941.0,1014.0,1056.0",
08/28/2024,4536-9240051968.igc,ArcusM,3:24:40,173356,205836,HOME,938,6387[5908],286,223,-63,"ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=173356 and: 928 msl [-2 agl]; Height gain/loss is: 1962
ArcusM's ENL monitor reports Engine Run 11 minutes, starts at T=194839 and: 1256 msl [436 agl]; Height gain/loss is: 3497
ArcusM's ENL monitor reports Engine Run 4 minutes, starts at T=200944 and: 2440 msl [1975 agl]; Height gain/loss is: 1746
ArcusM Motor noise registered by ENL sensor at t=['173357', '173845', '194839', '200023', '200944', '201405', '205805', '205824'] and [-5, 2008, 436, 4150, 1975, 3625, 59, 92]AGL","173356,194839,200944",,,"928,1256,2440",,,"-2.0,436.0,1975.0",,,"173357,173845,194839,200023,200944,201405,205805,205824",,,"-5.0,2008.0,436.0,4150.0,1975.0,3625.0,59.0,92.0",,
08/28/2024,4536-9239003637.igc,JS-3-18m,3:55:30,173052,212622,HOME,912,6486[5869],278,233,-45,"JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=173056 and: 905 msl [-22 agl]; Height gain/loss is: 1194
JS-3-18m's MOP monitor reports Engine Run 53 minutes, starts at T=203317 and: 1246 msl [600 agl]; Height gain/loss is: -266
JS-3-18m Motor noise registered by MOP sensor at t=['173053', '173325', '203313'] and [-3, 1220, 600]AGL",,"173056,203317",,,"905,1246",,,"-22.0,600.0",,,"173053,173325,203313",,,"-3.0,1220.0,600.0",
08/27/2024,4536-9240051946.igc,ArcusM,1:09:58,181935,192933,HOME,948,5698[4701],289,241,-48,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=181935 and: 944 msl [6 agl]; Height gain/loss is: 2244
ArcusM Motor noise registered by ENL sensor at t=['181936', '182517', '192916', '192921', '192923', '192925'] and [3, 2309, 40, 39, 36, 39]AGL",181935,,,944,,,6.0,,,"181936,182517,192916,192921,192923,192925",,,"3.0,2309.0,40.0,39.0,36.0,39.0",,
08/13/2024,4536-9239003216.igc,JS-3-18m,4:21:38,181018,223156,HOME,931,7185[6440],284,253,-31,"JS-3-18m's MOP monitor reports Engine Run 1 minutes, starts at T=222247 and: 3166 msl [2281 agl]; Height gain/loss is: -781
JS-3-18m Motor noise registered by MOP sensor at t=['181944', '181955', '221455', '221503', '221509', '221517', '221728', '221732', '222034', '222041', '222044', '222113', '222116', '222153', '222201', '222233', '222247', '222359', '222403', '222415', '222444', '222456', '222746', '222827'] and [3586, 3586, 3950, 3969, 3901, 3826, 4232, 4212, 3229, 3205, 3192, 3218, 3169, 2857, 2812, 2418, 2281, 1457, 1532, 1519, 1486, 1562, 1013, 1063]AGL",,222247,,,3166,,,2281.0,,,"181944,181955,221455,221503,221509,221517,221728,221732,222034,222041,222044,222113,222116,222153,222201,222233,222247,222359,222403,222415,222444,222456,222746,222827",,,"3586.0,3586.0,3950.0,3969.0,3901.0,3826.0,4232.0,4212.0,3229.0,3205.0,3192.0,3218.0,3169.0,2857.0,2812.0,2418.0,2281.0,1457.0,1532.0,1519.0,1486.0,1562.0,1013.0,1063.0",
08/15/2024,4536-9240051792.igc,ArcusM,4:18:24,180214,222038,HOME,931,8733[6952],284,244,-40,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=180214 and: 931 msl [-6 agl]; Height gain/loss is: 2136
ArcusM Motor noise registered by ENL sensor at t=['180215', '180722'] and [-6, 2165]AGL",180214,,,931,,,-6.0,,,"180215,180722",,,"-6.0,2165.0",,
08/22/2024,4536-9240051882.igc,ArcusM, 5:31:49,184006,001155,HOME,931,9422[8478],284,273,-11,"ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=184006 and: 918 msl [-19 agl]; Height gain/loss is: 2208
ArcusM Motor noise registered by ENL sensor at t=['184007', '184723', '001138', '001142'] and [-16, 2247, 43, 46]AGL",184006,,,918,,,-19.0,,,"184007,184723,1138,1142",,,"-16.0,2247.0,43.0,46.0",,
08/21/2024,4536-9239003460.igc,JS-3-18m,4:08:05,192321,233126,HOME,941,9370[8944],287,260,-27,"JS-3-18m's MOP monitor reports Engine Run 4 minutes, starts at T=192321 and: 944 msl [0 agl]; Height gain/loss is: 1559
JS-3-18m Motor noise registered by ENL sensor at t=['192322', '192336', '192649', '192651', '192701', '192722'] and [0, 36, 1135, 1149, 1270, 1486]AGL
JS-3-18m Motor noise registered by MOP sensor at t=['192322', '192730'] and [0, 1545]AGL",,192321,,,944,,,0.0,,"192322,192336,192649,192651,192701,192722","192322,192730",,"0.0,36.0,1135.0,1149.0,1270.0,1486.0","0.0,1545.0",
08/14/2024,4536-9241100353.igc,NixusAsh30polar,3:06:00,183133,213733,HOME,931,6916[5584],284,250,-34,"NixusAsh30polar's ENL monitor reports Engine Run 8 minutes, starts at T=183133 and: 935 msl [-12 agl]; Height gain/loss is: 1939
NixusAsh30polar Motor noise registered by ENL sensor at t=['183134', '183945'] and [-16, 1962]AGL",183133,,,935,,,-12.0,,,"183134,183945",,,"-16.0,1962.0",,
08/24/2024,4536-9240051910.igc,ArcusM,3:47:45,185946,224731,HOME,948,8343[7635],289,244,-45,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=185946 and: 941 msl [3 agl]; Height gain/loss is: 1778
ArcusM Motor noise registered by ENL sensor at t=['185947', '190451'] and [3, 1840]AGL",185946,,,941,,,3.0,,,"185947,190451",,,"3.0,1840.0",,
08/22/2024,4536-9240051884.igc,Twinshark, 5:24:39,184750,001229,HOME,931,9603[8721],284,262,-22,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=184750 and: 935 msl [-12 agl]; Height gain/loss is: 1902
Twinshark Motor noise registered by ENL sensor at t=['184751', '185322'] and [-12, 1968]AGL",184750,,,935,,,-12.0,,,"184751,185322",,,"-12.0,1968.0",,
08/18/2024,4536-9241100410.igc,JS-1-21m,5:53:44,180557,235941,HOME,938,8943[7376],286,247,-39,"JS-1-21m's MOP monitor reports Engine Run 19 minutes, starts at T=180559 and: 931 msl [0 agl]; Height gain/loss is: 4649
JS-1-21m's MOP monitor reports Engine Run 7 minutes, starts at T=195421 and: 6368 msl [5601 agl]; Height gain/loss is: -581
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=200351 and: 4727 msl [4045 agl]; Height gain/loss is: 85
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=200829 and: 5853 msl [5217 agl]; Height gain/loss is: 429
JS-1-21m's MOP monitor reports Engine Run 33 minutes, starts at T=201302 and: 6381 msl [5666 agl]; Height gain/loss is: 2014
JS-1-21m's MOP monitor reports Engine Run 149 minutes, starts at T=204711 and: 7913 msl [6864 agl]; Height gain/loss is: -2415
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=232047 and: 6627 msl [4328 agl]; Height gain/loss is: 551
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=232848 and: 7641 msl [5306 agl]; Height gain/loss is: 613
JS-1-21m's MOP monitor reports Engine Run 27 minutes, starts at T=233221 and: 8221 msl [6030 agl]; Height gain/loss is: -7198
JS-1-21m Motor noise registered by MOP sensor at t=['180558', '182538', '182700', '182950', '191735', '193616', '194453', '195013', '195046', '195143', '195408', '200214', '200320', '200538', '200822', '201117', '201254', '204645', '204706', '231623', '232031', '232618', '232840', '233150', '233214'] and [0, 4659, 4406, 4905, 5184, 4718, 5584, 5122, 4866, 5292, 5801, 5125, 4475, 4202, 5328, 5544, 5797, 7336, 7015, 3113, 4403, 4859, 5394, 5978, 6089]AGL",,"180559,195421,200351,200829,201302,204711,232047,232848,233221",,,"931,6368,4727,5853,6381,7913,6627,7641,8221",,,"0.0,5601.0,4045.0,5217.0,5666.0,6864.0,4328.0,5306.0,6030.0",,,"180558,182538,182700,182950,191735,193616,194453,195013,195046,195143,195408,200214,200320,200538,200822,201117,201254,204645,204706,231623,232031,232618,232840,233150,233214",,,"0.0,4659.0,4406.0,4905.0,5184.0,4718.0,5584.0,5122.0,4866.0,5292.0,5801.0,5125.0,4475.0,4202.0,5328.0,5544.0,5797.0,7336.0,7015.0,3113.0,4403.0,4859.0,5394.0,5978.0,6089.0",
08/30/2024,4536-9241100607.igc,EB29R,4:02:52,182603,222855,HOME,931,7477[7040],284,258,-26,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=182605 and: 931 msl [-9 agl]; Height gain/loss is: 1979
EB29R Motor noise registered by ENL sensor at t=['182605', '183116'] and [-9, 2035]AGL",182605,,,931,,,-9.0,,,"182605,183116",,,"-9.0,2035.0",,
08/28/2024,4536-9241100571.igc,JS-1-21m,3:25:59,175703,212302,HOME,931,5974[5545],284,249,-35,"JS-1-21m's RPM monitor reports Engine Run 23 minutes, starts at T=205117 and: 1840 msl [1253 agl]; Height gain/loss is: 1306
JS-1-21m Motor noise registered by MOP sensor at t=['205130', '211334'] and [1207, 2834]AGL",,,205117,,,1840,,,1253.0,,"205130,211334",,,"1207.0,2834.0",
08/24/2024,4536-9239003537.igc,JS-3-18m,4:34:32,184100,231532,HOME,944,8238[6654],288,241,-47,"JS-3-18m's MOP monitor reports Engine Run 2 minutes, starts at T=230852 and: 1758 msl [735 agl]; Height gain/loss is: 292
JS-3-18m Motor noise registered by MOP sensor at t=['184103', '184114', '230852', '231116'] and [36, 23, 735, 1112]AGL",,230852,,,1758,,,735.0,,,"184103,184114,230852,231116",,,"36.0,23.0,735.0,1112.0",
08/21/2024,4536-9241100474.igc,EB29R, 4:55:12,194927,004439,HOME,948,12923[10778],289,276,-13,"EB29R's ENL monitor reports Engine Run 3 minutes, starts at T=194927 and: 958 msl [20 agl]; Height gain/loss is: 1965
EB29R Motor noise registered by ENL sensor at t=['194928', '195310'] and [20, 2048]AGL",194927,,,958,,,20.0,,,"194928,195310",,,"20.0,2048.0",,
08/24/2024,4536-9240051919.igc,ArcusM,3:34:44,191337,224821,HOME,938,8438[7779],286,224,-62,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=191337 and: 941 msl [16 agl]; Height gain/loss is: 1962
ArcusM Motor noise registered by ENL sensor at t=['191338', '192002'] and [16, 2005]AGL",191337,,,941,,,16.0,,,"191338,192002",,,"16.0,2005.0",,
08/20/2024,4536-9240051856.igc,ArcusM, 5:02:49,193916,004205,HOME,948,9163[7408],289,234,-55,"ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=193916 and: 941 msl [3 agl]; Height gain/loss is: 1965
ArcusM Motor noise registered by ENL sensor at t=['193917', '194652'] and [0, 2027]AGL",193916,,,941,,,3.0,,,"193917,194652",,,"0.0,2027.0",,
08/30/2024,4536-9241100597.igc,JS-1-21m,4:27:13,180749,223502,HOME,948,6791[6224],289,256,-33,"JS-1-21m's MOP monitor reports Engine Run 4 minutes, starts at T=180752 and: 948 msl [23 agl]; Height gain/loss is: 2067
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=191247 and: 5419 msl [4616 agl]; Height gain/loss is: -62
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=193056 and: 2975 msl [2313 agl]; Height gain/loss is: 30
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=194004 and: 5449 msl [4777 agl]; Height gain/loss is: -584
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=194800 and: 4261 msl [3674 agl]; Height gain/loss is: -948
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=195822 and: 3635 msl [3156 agl]; Height gain/loss is: 269
JS-1-21m's MOP monitor reports Engine Run 2 minutes, starts at T=205416 and: 4041 msl [3585 agl]; Height gain/loss is: -55
JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=210144 and: 4711 msl [4252 agl]; Height gain/loss is: 124
JS-1-21m's MOP monitor reports Engine Run 9 minutes, starts at T=210850 and: 5734 msl [5206 agl]; Height gain/loss is: -1752
JS-1-21m's MOP monitor reports Engine Run 5 minutes, starts at T=213119 and: 6351 msl [5728 agl]; Height gain/loss is: -587
JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=223059 and: 1804 msl [840 agl]; Height gain/loss is: -758
JS-1-21m Motor noise registered by MOP sensor at t=['180750', '181216', '191103', '191450', '191532', '192208', '192529', '192728', '192802', '192830', '192940', '193209', '193956', '194556', '194700', '195354', '195756', '195924', '200023', '200132', '200451', '200657', '201210', '201630', '203014', '203134', '203439', '203540', '203844', '203946', '204114', '204327', '204818', '205033', '205403', '205627', '210132', '210244', '210701', '211824', '213032', '213704', '213751', '214043', '215313', '215530', '222440', '222911', '223055', '223437', '223447'] and [10, 2140, 5062, 4603, 4085, 3206, 3166, 3137, 2759, 2992, 2749, 2339, 5036, 4222, 4012, 2772, 3382, 3462, 3018, 3077, 2956, 3055, 3589, 3192, 2706, 2684, 2736, 2884, 3570, 3796, 3396, 3124, 3173, 3032, 3770, 3507, 4429, 4383, 5574, 3441, 6008, 5164, 4619, 4212, 5109, 4856, 2549, 1168, 834, 108, 112]AGL",,"180752,191247,193056,194004,194800,195822,205416,210144,210850,213119,223059",,,"948,5419,2975,5449,4261,3635,4041,4711,5734,6351,1804",,,"23.0,4616.0,2313.0,4777.0,3674.0,3156.0,3585.0,4252.0,5206.0,5728.0,840.0",,,"180750,181216,191103,191450,191532,192208,192529,192728,192802,192830,192940,193209,193956,194556,194700,195354,195756,195924,200023,200132,200451,200657,201210,201630,203014,203134,203439,203540,203844,203946,204114,204327,204818,205033,205403,205627,210132,210244,210701,211824,213032,213704,213751,214043,215313,215530,222440,222911,223055,223437,223447",,,"10.0,2140.0,5062.0,4603.0,4085.0,3206.0,3166.0,3137.0,2759.0,2992.0,2749.0,2339.0,5036.0,4222.0,4012.0,2772.0,3382.0,3462.0,3018.0,3077.0,2956.0,3055.0,3589.0,3192.0,2706.0,2684.0,2736.0,2884.0,3570.0,3796.0,3396.0,3124.0,3173.0,3032.0,3770.0,3507.0,4429.0,4383.0,5574.0,3441.0,6008.0,5164.0,4619.0,4212.0,5109.0,4856.0,2549.0,1168.0,834.0,108.0,112.0",
08/21/2024,4536-9241100464.igc,EB29RGBD, 4:38:11,200650,004501,HOME,931,13080[10748],284,270,-14,"EB29RGBD's ENL monitor reports Engine Run 7 minutes, starts at T=200650 and: 918 msl [-29 agl]; Height gain/loss is: 2185
EB29RGBD Motor noise registered by ENL sensor at t=['200651', '201352', '004427', '004439', '004452', '004456'] and [-32, 2228, 52, 65, 45, 42]AGL",200650,,,918,,,-29.0,,,"200651,201352,4427,4439,4452,4456",,,"-32.0,2228.0,52.0,65.0,45.0,42.0",,
08/24/2024,4536-9241100525.igc,EB29R,4:10:30,185557,230627,HOME,925,8503[7245],282,252,-30,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=185557 and: 935 msl [4 agl]; Height gain/loss is: 2060
EB29R Motor noise registered by ENL sensor at t=['185558', '190128', '230626'] and [0, 2064, 66]AGL",185557,,,935,,,4.0,,,"185558,190128,230626",,,"0.0,2064.0,66.0",,
08/30/2024,4536-9241100596.igc,JS-1-21m,4:26:30,181632,224302,HOME,948,6591[6027],289,256,-33,"JS-1-21m's MOP monitor reports Engine Run 3 minutes, starts at T=222935 and: 2854 msl [1965 agl]; Height gain/loss is: -430
JS-1-21m Motor noise registered by ENL sensor at t=['224250', '224253'] and [112, 115]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['192643', '192905', '192957', '193246', '194326', '194647', '194907', '195011', '195109', '195410', '202357', '202841', '203032', '203132', '203254', '203558', '204233', '204303', '204359', '204731', '205432', '205800', '211304', '211512', '212646', '213141', '214420', '215202', '215505', '215758', '220056', '220354', '220807', '221633', '222155', '222717', '222849', '223236', '224241'] and [4291, 4124, 3609, 3136, 4436, 4327, 4071, 4548, 4114, 3439, 4800, 4160, 3632, 3838, 3487, 3048, 4055, 4305, 3835, 3468, 3084, 2218, 2533, 2615, 5590, 4452, 4750, 3511, 3501, 3517, 4239, 3682, 4127, 2228, 3176, 2322, 2342, 1512, 112]AGL",,222935,,,2854,,,1965.0,,"224250,224253","192643,192905,192957,193246,194326,194647,194907,195011,195109,195410,202357,202841,203032,203132,203254,203558,204233,204303,204359,204731,205432,205800,211304,211512,212646,213141,214420,215202,215505,215758,220056,220354,220807,221633,222155,222717,222849,223236,224241",,"112.0,115.0","4291.0,4124.0,3609.0,3136.0,4436.0,4327.0,4071.0,4548.0,4114.0,3439.0,4800.0,4160.0,3632.0,3838.0,3487.0,3048.0,4055.0,4305.0,3835.0,3468.0,3084.0,2218.0,2533.0,2615.0,5590.0,4452.0,4750.0,3511.0,3501.0,3517.0,4239.0,3682.0,4127.0,2228.0,3176.0,2322.0,2342.0,1512.0,112.0",
08/28/2024,4536-9240051964.igc,Twinshark,2:08:50,174022,194912,LOUT,938,6335[5774],286,238,-48,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=174022 and: 944 msl [13 agl]; Height gain/loss is: 1992
Twinshark Motor noise registered by ENL sensor at t=['174023', '174549', '194901', '194902', '194904', '194908'] and [13, 2061, 62, 78, 62, 72]AGL",174022,,,944,,,13.0,,,"174023,174549,194901,194902,194904,194908",,,"13.0,2061.0,62.0,78.0,62.0,72.0",,
08/21/2024,4536-9240051868.igc,Twinshark, 4:42:24,193241,001505,HOME,925,13648[11624],282,260,-22,"Twinshark's ENL monitor reports Engine Run 5 minutes, starts at T=193241 and: 931 msl [0 agl]; Height gain/loss is: 1910
Twinshark Motor noise registered by ENL sensor at t=['193242', '193755'] and [0, 1972]AGL",193241,,,931,,,0.0,,,"193242,193755",,,"0.0,1972.0",,
08/28/2024,4536-9241100564.igc,JS-1-21m,3:58:13,175747,215600,HOME,931,6190[5715],284,248,-36,"JS-1-21m's MOP monitor reports Engine Run 12 minutes, starts at T=210925 and: 1318 msl [525 agl]; Height gain/loss is: 2566
JS-1-21m Motor noise registered by ENL sensor at t=['215553', '215556'] and [89, 46]AGL
JS-1-21m Motor noise registered by MOP sensor at t=['210836', '210858', '210903', '210915', '210925', '212132'] and [676, 656, 610, 568, 525, 3297]AGL",,210925,,,1318,,,525.0,,"215553,215556","210836,210858,210903,210915,210925,212132",,"89.0,46.0","676.0,656.0,610.0,568.0,525.0,3297.0",
08/11/2024,4536-9240051715.igc,ArcusM,3:33:04,185005,222309,HOME,931,7293[6697],284,244,-40,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=185005 and: 935 msl [-12 agl]; Height gain/loss is: 1998
ArcusM Motor noise registered by ENL sensor at t=['185006', '185654', '185656', '185705'] and [-12, 2048, 2038, 2007]AGL",185005,,,935,,,-12.0,,,"185006,185654,185656,185705",,,"-12.0,2048.0,2038.0,2007.0",,
08/14/2024,4536-9241100352.igc,EB29R,2:24:56,183323,205819,HOME,925,6932[5978],282,252,-30,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=183323 and: 928 msl [-19 agl]; Height gain/loss is: 1860
EB29R Motor noise registered by ENL sensor at t=['183324', '183836'] and [-19, 1876]AGL",183323,,,928,,,-19.0,,,"183324,183836",,,"-19.0,1876.0",,
08/18/2024,4536-9240051814.igc,ArcusM,5:14:11,183432,234843,HOME,948,8497[7661],289,254,-35,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=183432 and: 948 msl [10 agl]; Height gain/loss is: 2506
ArcusM Motor noise registered by ENL sensor at t=['183433', '184012'] and [6, 2549]AGL",183432,,,948,,,10.0,,,"183433,184012",,,"6.0,2549.0",,
