"index"	"Date (MM/DD/YYYY)"	"File"	"Gtype"	"Flight Time"	"Start Time"	"End Time"	"Landing"	"Start_Alt (ft MSL)"	"Max Altitude (ft MSL/ft AGL)"	"Surface Height (ft MSL)"	"Pressure Altitude (ft MSL)"	"Offset (ft)"	"Sensor Info"	"ENL_Engine_Run_Start_Times"	"MOP_Engine_Run_Start_Times"	"RPM_Engine_Run_Start_Times"	"ENL_Engine_Run_Altitudes_MSL"	"MOP_Engine_Run_Altitudes_MSL"	"RPM_Engine_Run_Altitudes_MSL"	"ENL_Engine_Run_Altitudes_AGL"	"MOP_Engine_Run_Altitudes_AGL"	"RPM_Engine_Run_Altitudes_AGL"	"ENL_Noise_Registration_Times"	"MOP_Noise_Registration_Times"	"RPM_Noise_Registration_Times"	"ENL_Noise_Registration_Altitudes_AGL"	"MOP_Noise_Registration_Altitudes_AGL"	"RPM_Noise_Registration_Altitudes_AGL"	"first_event_time"	"event_type"	"event_sensor"	"first_event_datetime"	"flight_start_datetime"	"window_start"	"window_end"	"engine_run_agls"	"altitude_rate_pre_event_window (ft/s)"	"distance_traveled_during_window (miles)"	"is_circling_during_pre_event_window"	"terrain_elev_at_engine_run (ft)"	"terrain_label_at_engine_run"	"Engine_Start_Above_1000ft"	"engine_run_times (s)"	"height_gain_loss (ft)"	"avg_speed_while_engine_running (knots)"	"min_speed_while_engine_running (knots)"	"max_speed_while_engine_running (knots)"	"All_Min_TAS_knots"	"All_Max_TAS_knots"	"All_Avg_TAS_knots"	"All_Post_Run_Min_TAS_knots"	"All_Post_Run_Max_TAS_knots"	"All_Post_Run_Avg_TAS_knots"	"Circling_Segment_Found"	"Min_Speed_While_Engine_Running_knots"	"Max_Speed_While_Engine_Running_knots"	"Avg_Speed_While_Engine_Running_knots"
"1890"	"03/20/2024"	"43KVAP11.igc"	"Twinshark"	"2:40:13"	"180140"	"204153"	"HOME"	"137"	"4481[4363]"	"42"	"-19"	"-61"	"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=201320 and: 1187 msl [1017 agl]; Height gain/loss is: 1716
Twinshark's ENL monitor reports Engine Run 6 minutes, starts at T=202210 and: 1696 msl [1595 agl]; Height gain/loss is: 2575
Twinshark Motor noise registered by ENL sensor at t=['201320', '201735', '201741', '201803', '202210', '202835', '202845', '202855', '204139', '204142'] and [1017, 2792, 2746, 2592, 1595, 4124, 4095, 4055, 62, 72]AGL"	"201320,202210"	""	""	"1187,1696"	""	""	"1017.0,1595.0"	""	""	"201320,201735,201741,201803,202210,202835,202845,202855,204139,204142"	""	""	"1017.0,2792.0,2746.0,2592.0,1595.0,4124.0,4095.0,4055.0,62.0,72.0"	""	""	"202210"	"Engine_Run_Start"	"ENL"	"2024-03-20 20:22:10"	"1900-01-01 18:01:40"	"2024-03-20 20:17:10"	"2024-03-20 20:22:10"	"1017.0,1595.0"	"-1.0333333333333334,-1.1233333333333333"	"5.824536562917802,6.454704452791232"	"False,False"	"167.61652664337157,110.54867875427246"	"Open Forest, Other,Wetland"	"True,True"	"240,360"	"1716, 2575"	"75.17,75.80"	"36.51,47.37"	"83.10,82.59"	"55.0,52.6"	"66.5,62.5"	"59.0,56.3"	"47.5,50.3"	"77.2,93.5"	"62.8,72.0"	"True"	"36.51,47.37"	"83.10,82.59"	"75.17,75.80"
"1893"	"04/26/2024"	"44QV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"0:48:30"	"172528"	"181358"	"HOME"	"419"	"3208[2763]"	"128"	"22"	"-106"	"ASG29E18m's ENL monitor reports Engine Run 5 minutes, starts at T=173752 and: 1578 msl [1224 agl]; Height gain/loss is: 1184
ASG29E18m Motor noise registered by ENL sensor at t=['173752', '174350'] and [1224, 2421]AGL"	"173752"	""	""	"1578"	""	""	"1224.0"	""	""	"173752,174350"	""	""	"1224.0,2421.0"	""	""	"173752"	"Engine_Run_Start"	"ENL"	"2024-04-26 17:37:52"	"1900-01-01 17:25:28"	"2024-04-26 17:32:52"	"2024-04-26 17:37:52"	"1224.0"	"-0.29"	"5.731245820132256"	"False"	"353.9635678918457"	"Closed Forest, Evergreen Needleleaf"	"True"	"300"	"1184"	"69.64"	"52.97"	"84.56"	"46.6"	"75.4"	"59.0"	"45.2"	"73.2"	"58.6"	"True"	"52.97"	"84.56"	"69.64"
"1898"	"07/08/2021"	"178VACN1.igc"	"ASH 31 MI"	" 5:37:27"	"194331"	"12058"	"LOUT"	"4996"	"17477[12691]"	"1523"	"1476"	"-47"	"ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=194353 and: 5045 msl [36 agl]; Height gain/loss is: 926
ASH3118Mjune's ENL monitor reports Engine Run 1 minutes, starts at T=195050 and: 7135 msl [1693 agl]; Height gain/loss is: -32
ASH3118Mjune Motor noise registered by ENL sensor at t=['194335', '194344', '194353', '194631', '194648', '194710', '194801', '194812', '194836', '194856', '194915', '194924', '194929', '194934', '194948', '195020', '195027', '195043', '195050', '195215', '195221', '195242', '195301', '195303', '195333', '195338', '195348', '195351', '195409', '195415', '012033', '012034', '012049', '012053', '012054', '012056'] and [7, -2, 36, 985, 1033, 1040, 932, 1053, 1230, 1493, 1375, 1584, 1657, 1618, 1585, 1762, 1674, 1749, 1693, 1034, 1136, 1171, 1351, 1351, 1769, 1768, 1719, 1637, 1661, 1654, 75, 75, 79, 82, 82, 79]AGL"	"194353,195050"	""	""	"5045,7135"	""	""	"36.0,1693.0"	""	""	"194335,194344,194353,194631,194648,194710,194801,194812,194836,194856,194915,194924,194929,194934,194948,195020,195027,195043,195050,195215,195221,195242,195301,195303,195333,195338,195348,195351,195409,195415,12033,12034,12049,12053,12054,12056"	""	""	"7.0,-2.0,36.0,985.0,1033.0,1040.0,932.0,1053.0,1230.0,1493.0,1375.0,1584.0,1657.0,1618.0,1585.0,1762.0,1674.0,1749.0,1693.0,1034.0,1136.0,1171.0,1351.0,1351.0,1769.0,1768.0,1719.0,1637.0,1661.0,1654.0,75.0,75.0,79.0,82.0,82.0,79.0"	""	""	"195050"	"Engine_Run_Start"	"ENL"	"2021-07-08 19:50:50"	"1900-01-01 19:43:31"	"2021-07-08 19:45:50"	"2021-07-08 19:50:50"	"36.0,1693.0"	"0.06072874493927125,1.2866666666666666"	"0.4317035693399842,5.513275345545085"	"False,False"	"5000.00016,5453.94995012207"	"Herbaceous vegetation,Shrubs"	"False,True"	"120,60"	"926, -32"	"72.69,67.72"	"61.62,58.32"	"84.85,78.14"	"45.5,45.1"	"46.8,72.3"	"46.0,56.9"	"45.1,45.5"	"94.6,94.6"	"63.3,71.3"	"True"	"61.62,58.32"	"84.85,78.14"	"72.69,67.72"
"1905"	"06/17/2024"	"46HV6WG1.igc"	"ASH 31 MI"	" 4:13:24"	"194803"	"127"	"HOME"	"3694"	"11400[7181]"	"1126"	"1173"	"47"	"ASH31/18m's ENL monitor reports Engine Run 4 minutes, starts at T=194803 and: 3694 msl [7 agl]; Height gain/loss is: 1657
ASH31/18m's ENL monitor reports Engine Run 36 minutes, starts at T=231710 and: 5108 msl [1204 agl]; Height gain/loss is: 941
ASH31/18m Motor noise registered by ENL sensor at t=['194805', '195251', '231710', '235344', '000111', '000121'] and [10, 1674, 1204, 2332, 72, 85]AGL"	"194803,231710"	""	""	"3694,5108"	""	""	"7.0,1204.0"	""	""	"194805,195251,231710,235344,111,121"	""	""	"10.0,1674.0,1204.0,2332.0,72.0,85.0"	""	""	"231710"	"Engine_Run_Start"	"ENL"	"2024-06-17 23:17:10"	"1900-01-01 19:48:03"	"2024-06-17 23:12:10"	"2024-06-17 23:17:10"	"7.0,1204.0"	"0.0,-0.84"	"0.0858614083161977,4.636052500526155"	"False,False"	"3692.58542,3909.225789208984"	"Bare/Sparse vegetation,Herbaceous vegetation"	"False,True"	"240,2160"	"1657, 941"	"54.87,66.45"	"37.96,53.03"	"67.58,79.52"	"46.5,45.0"	"83.1,93.4"	"61.2,50.9"	"47.0,46.1"	"81.2,85.3"	"64.3,63.9"	"False"	"37.96,53.03"	"67.58,79.52"	"54.87,66.45"
"1913"	"03/19/2024"	"2024-03-19-NAV-170863-01.igc"	"DUO DISCUS T"	"2:51:30"	"173009"	"202139"	"HOME"	"137"	"3661[3563]"	"42"	"-20"	"-62"	"DuoDiscusXLT's ENL monitor reports Engine Run 1 minutes, starts at T=174838 and: 2870 msl [2746 agl]; Height gain/loss is: 184
DuoDiscusXLT Motor noise registered by ENL sensor at t=['174838', '174939'] and [2746, 2927]AGL"	"174838"	""	""	"2870"	""	""	"2746.0"	""	""	"174838,174939"	""	""	"2746.0,2927.0"	""	""	"174838"	"Engine_Run_Start"	"ENL"	"2024-03-19 17:48:38"	"1900-01-01 17:30:09"	"2024-03-19 17:43:38"	"2024-03-19 17:48:38"	"2746.0"	"-0.25333333333333335"	"5.485255548139384"	"True"	"115.66950950408935"	"Herbaceous vegetation"	"True"	"60"	"184"	""	""	""	"46.7"	"54.5"	"52.5"	"45.6"	"76.9"	"63.2"	"True"	""	""	""
"1917"	"07/08/2021"	"178V7R12.igc"	"ASW 27-18 E (ASG-29E)"	" 2:48:44"	"211726"	"610"	"LOUT"	"5029"	"17404[12323]"	"1533"	"1489"	"-44"	"ASG29E18m's ENL monitor reports Engine Run 16 minutes, starts at T=230904 and: 9209 msl [1188 agl]; Height gain/loss is: 3779
ASG29E18m Motor noise registered by ENL sensor at t=['230904', '232536'] and [1188, 5000]AGL"	"230904"	""	""	"9209"	""	""	"1188.0"	""	""	"230904,232536"	""	""	"1188.0,5000.0"	""	""	"230904"	"Engine_Run_Start"	"ENL"	"2021-07-08 23:09:04"	"1900-01-01 21:17:26"	"2021-07-08 23:04:04"	"2021-07-08 23:09:04"	"1188.0"	"-1.5033333333333334"	"8.758256913564605"	"False"	"8002.129758251953"	"Closed Forest, Evergreen Needleleaf"	"True"	"960"	"3779"	"73.66"	"61.15"	"93.75"	"56.7"	"92.1"	"73.4"	"50.9"	"79.8"	"64.9"	"False"	"61.15"	"93.75"	"73.66"
"1929"	"08/17/2021"	"18HVACN1.igc"	"ASH 31 MI"	"2:49:26"	"195304"	"224230"	"HOME"	"938"	"5961[5312]"	"286"	"298"	"12"	"ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=195326 and: 1089 msl [177 agl]; Height gain/loss is: 1794
ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=195555 and: 2949 msl [1998 agl]; Height gain/loss is: 1486
ASH3118Mjune Motor noise registered by ENL sensor at t=['195306', '195325', '195326', '195551', '195555', '195827', '195903', '195928', '224224', '224225'] and [0, 170, 177, 1958, 1998, 3540, 3783, 3989, 23, 19]AGL"	"195326,195555"	""	""	"1089,2949"	""	""	"177.0,1998.0"	""	""	"195306,195325,195326,195551,195555,195827,195903,195928,224224,224225"	""	""	"0.0,170.0,177.0,1958.0,1998.0,3540.0,3783.0,3989.0,23.0,19.0"	""	""	"195555"	"Engine_Run_Start"	"ENL"	"2021-08-17 19:55:55"	"1900-01-01 19:53:04"	"2021-08-17 19:50:55"	"2021-08-17 19:55:55"	"177.0,1998.0"	"0.15666666666666668,2.046666666666667"	"0.46082257258069353,2.6116972078049017"	"False,False"	"932.1270137109375,948.9993902197266"	"Shrubs,Herbaceous vegetation"	"False,True"	"120,120"	"1794, 1486"	"66.32,65.50"	"59.56,56.52"	"76.82,77.47"	"45.6,45.7"	"52.3,59.2"	"49.3,49.4"	"45.7,45.7"	"61.7,77.9"	"50.3,57.7"	"True"	"59.56,56.52"	"76.82,77.47"	"66.32,65.50"
"1940"	"06/25/2024"	"46PVAYE1.igc"	"AS 33ES"	"4:29:56"	"183838"	"230834"	"HOME"	"3694"	"12952[8986]"	"1126"	"1100"	"-26"	"AS33Es18m's ENL monitor reports Engine Run 10 minutes, starts at T=223753 and: 4730 msl [626 agl]; Height gain/loss is: 2389
AS33Es18m Motor noise registered by ENL sensor at t=['223753', '224759', '230827'] and [626, 3018, 72]AGL"	"223753"	""	""	"4730"	""	""	"626.0"	""	""	"223753,224759,230827"	""	""	"626.0,3018.0,72.0"	""	""	"223753"	"Engine_Run_Start"	"ENL"	"2024-06-25 22:37:53"	"1900-01-01 18:38:38"	"2024-06-25 22:32:53"	"2024-06-25 22:37:53"	"626.0"	"-0.7833333333333333"	"7.112930250524065"	"False"	"4101.228619951172"	"Herbaceous vegetation"	"False"	"600"	"2389"	"73.15"	"47.79"	"81.12"	"47.5"	"76.0"	"63.5"	"47.9"	"94.7"	"75.5"	"True"	"47.79"	"81.12"	"73.15"
"1942"	"07/04/2021"	"174VAAW1.igc"	"VENTUS 3M"	"4:08:39"	"192033"	"232912"	"LOUT"	"4990"	"17188[11955]"	"1521"	"1467"	"-54"	"Ventus3M032021's ENL monitor reports Engine Run 13 minutes, starts at T=192033 and: 4990 msl [-9 agl]; Height gain/loss is: 2746
Ventus3M032021's ENL monitor reports Engine Run 8 minutes, starts at T=224101 and: 7503 msl [1808 agl]; Height gain/loss is: 2034
Ventus3M032021 Motor noise registered by ENL sensor at t=['192034', '193419', '224101', '224918'] and [-3, 2730, 1808, 4948]AGL"	"192033,224101"	""	""	"4990,7503"	""	""	"-9.0,1808.0"	""	""	"192034,193419,224101,224918"	""	""	"-3.0,2730.0,1808.0,4948.0"	""	""	"224101"	"Engine_Run_Start"	"ENL"	"2021-07-04 22:41:01"	"1900-01-01 19:20:33"	"2021-07-04 22:36:01"	"2021-07-04 22:41:01"	"-9.0,1808.0"	"0.0,-0.7566666666666667"	"0.09674021686154109,8.762458605363937"	"False,False"	"4989.665433901368,5753.5184363476565"	"Herbaceous vegetation,Herbaceous vegetation"	"False,True"	"780,480"	"2746, 2034"	"67.06,69.87"	"43.36,64.11"	"76.22,82.34"	"45.1,82.7"	"94.7,94.8"	"70.6,89.3"	"45.6,46.4"	"95.0,94.7"	"70.3,83.2"	"True"	"43.36,64.11"	"76.22,82.34"	"67.06,69.87"
"1954"	"03/19/2011"	"13JC4A41.igc"	"Antares 20E"	"4:21:52"	"164743"	"210935"	"HOME"	"121"	"5721[5607]"	"37"	"-54"	"-91"	"Antares20E's ENL monitor reports Engine Run 2 minutes, starts at T=174051 and: 3720 msl [3609 agl]; Height gain/loss is: -702
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=200031 and: 2424 msl [2320 agl]; Height gain/loss is: -558
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=210003 and: 2503 msl [2343 agl]; Height gain/loss is: -384
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=210523 and: 1469 msl [1348 agl]; Height gain/loss is: -315
Antares20E's ENL monitor reports Engine Run 1 minutes, starts at T=210735 and: 977 msl [820 agl]; Height gain/loss is: -790
Antares20E Motor noise registered by ENL sensor at t=['165315', '165327', '170447', '170527', '170555', '170611', '171239', '171307', '171327', '171351', '172319', '172335', '172807', '172851', '172923', '172951', '174015', '174031', '174051', '174335', '174403', '174459', '180239', '180307', '181023', '181043', '181135', '181147', '181459', '181531', '181847', '181931', '181943', '182003', '182023', '182043', '183239', '183311', '183355', '183415', '184155', '184231', '184303', '184327', '184855', '184915', '185111', '185123', '185219', '185259', '190159', '190219', '195423', '195459', '195859', '195951', '200031', '200223', '201159', '201255', '201731', '201803', '202435', '202451', '202515', '202531', '210003', '210127', '210407', '210443', '210523', '210631', '210735', '210931'] and [1939, 1965, 1870, 1811, 1732, 1732, 2284, 2202, 2139, 2057, 3625, 3592, 3300, 3159, 3042, 3038, 3740, 3681, 3609, 2894, 2861, 2713, 3350, 3291, 4150, 4088, 3901, 3897, 3451, 3382, 3327, 3097, 3035, 2956, 2795, 2808, 2349, 2323, 2369, 2473, 3600, 3464, 3317, 3257, 2047, 1982, 1903, 1929, 1847, 1735, 2785, 2811, 2264, 2244, 2536, 2277, 2320, 1771, 2386, 2113, 1883, 1706, 3711, 3786, 3763, 3835, 2343, 1959, 1519, 1431, 1348, 1033, 820, 63]AGL"	"174051,200031,210003,210523,210735"	""	""	"3720,2424,2503,1469,977"	""	""	"3609.0,2320.0,2343.0,1348.0,820.0"	""	""	"165315,165327,170447,170527,170555,170611,171239,171307,171327,171351,172319,172335,172807,172851,172923,172951,174015,174031,174051,174335,174403,174459,180239,180307,181023,181043,181135,181147,181459,181531,181847,181931,181943,182003,182023,182043,183239,183311,183355,183415,184155,184231,184303,184327,184855,184915,185111,185123,185219,185259,190159,190219,195423,195459,195859,195951,200031,200223,201159,201255,201731,201803,202435,202451,202515,202531,210003,210127,210407,210443,210523,210631,210735,210931"	""	""	"1939.0,1965.0,1870.0,1811.0,1732.0,1732.0,2284.0,2202.0,2139.0,2057.0,3625.0,3592.0,3300.0,3159.0,3042.0,3038.0,3740.0,3681.0,3609.0,2894.0,2861.0,2713.0,3350.0,3291.0,4150.0,4088.0,3901.0,3897.0,3451.0,3382.0,3327.0,3097.0,3035.0,2956.0,2795.0,2808.0,2349.0,2323.0,2369.0,2473.0,3600.0,3464.0,3317.0,3257.0,2047.0,1982.0,1903.0,1929.0,1847.0,1735.0,2785.0,2811.0,2264.0,2244.0,2536.0,2277.0,2320.0,1771.0,2386.0,2113.0,1883.0,1706.0,3711.0,3786.0,3763.0,3835.0,2343.0,1959.0,1519.0,1431.0,1348.0,1033.0,820.0,63.0"	""	""	"200031"	"Engine_Run_Start"	"ENL"	"2011-03-19 20:00:31"	"1900-01-01 16:47:43"	"2011-03-19 19:55:31"	"2011-03-19 20:00:31"	"3609.0,2320.0,2343.0,1348.0,820.0"	"-0.3233333333333333,-0.02,-1.27,-0.9333333333333333,-1.0966666666666667"	"6.031601658991316,6.388446330950763,7.55836961656074,7.044270362980448,6.9923042627630485"	"True,False,False,False,False"	"128.399022023468,84.34106315711975,154.2437470100403,133.14178722640992,154.73775532791137"	"Open Forest, Other,Urban,Closed Forest, Evergreen Needleleaf,Closed Forest, Other,Closed Forest, Evergreen Needleleaf"	"True,True,True,True,False"	"120,60,60,60,60"	"-702, -558, -384, -315, -790"	""	""	""	"67.8,71.9,73.8,71.0,71.7"	"76.3,75.8,78.0,74.8,78.8"	"70.1,73.9,75.9,72.6,77.1"	"54.7,59.4,68.3,53.0,53.0"	"75.5,74.8,77.1,78.8,73.7"	"63.4,63.6,73.0,72.8,64.4"	"False"	""	""	""
"1961"	"03/17/2023"	"33HV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"4:03:53"	"165526"	"205919"	"HOME"	"131"	"5449[5299]"	"40"	"-20"	"-60"	"ASG29E18m's ENL monitor reports Engine Run 2 minutes, starts at T=205353 and: 1617 msl [1480 agl]; Height gain/loss is: 502
ASG29E18m Motor noise registered by ENL sensor at t=['205353', '205618'] and [1480, 1988]AGL"	"205353"	""	""	"1617"	""	""	"1480.0"	""	""	"205353,205618"	""	""	"1480.0,1988.0"	""	""	"205353"	"Engine_Run_Start"	"ENL"	"2023-03-17 20:53:53"	"1900-01-01 16:55:26"	"2023-03-17 20:48:53"	"2023-03-17 20:53:53"	"1480.0"	"-0.9433333333333334"	"9.288019240085413"	"False"	"139.5138462286377"	"Closed Forest, Other"	"True"	"120"	"502"	"73.07"	"62.44"	"86.53"	"47.3"	"57.9"	"53.5"	"46.0"	"94.6"	"74.7"	"True"	"62.44"	"86.53"	"73.07"
"1966"	"04/23/2015"	"54NV1OL1.igc"	"DG-808 C"	"2:39:43"	"181752"	"205735"	"HOME"	"423"	"5482[5253]"	"129"	"133"	"4"	"DG808B's ENL monitor reports Engine Run 3 minutes, starts at T=181752 and: 410 msl [4 agl]; Height gain/loss is: 1896
DG808B's ENL monitor reports Engine Run 5 minutes, starts at T=204510 and: 1532 msl [1267 agl]; Height gain/loss is: 2542
DG808B Motor noise registered by ENL sensor at t=['181753', '182101', '204510', '205011', '205709', '205717'] and [4, 1906, 1267, 3740, 56, 43]AGL"	"181752,204510"	""	""	"410,1532"	""	""	"4.0,1267.0"	""	""	"181753,182101,204510,205011,205709,205717"	""	""	"4.0,1906.0,1267.0,3740.0,56.0,43.0"	""	""	"204510"	"Engine_Run_Start"	"ENL"	"2015-04-23 20:45:10"	"1900-01-01 18:17:52"	"2015-04-23 20:40:10"	"2015-04-23 20:45:10"	"4.0,1267.0"	"-0.18181818181818182,-0.93"	"0.049780191187853116,3.8435591086822587"	"False,False"	"419.92977314666746,259.115873203125"	"Herbaceous vegetation,Open Forest, Other"	"False,True"	"180,300"	"1896, 2542"	""	""	""	"45.0,45.0"	"74.8,48.4"	"63.0,46.0"	"45.0,45.2"	"79.2,94.7"	"64.1,59.0"	"True"	""	""	""
"1976"	"06/18/2024"	"46IV8KR1.igc"	"ASW 27-18 E (ASG-29E)"	"3:47:23"	"193145"	"231908"	"HOME"	"3694"	"14261[10131]"	"1126"	"1148"	"22"	"ASG29E15m's ENL monitor reports Engine Run 2 minutes, starts at T=231321 and: 5456 msl [1756 agl]; Height gain/loss is: 187
ASG29E15m Motor noise registered by ENL sensor at t=['231321', '231556'] and [1756, 1959]AGL"	"231321"	""	""	"5456"	""	""	"1756.0"	""	""	"231321,231556"	""	""	"1756.0,1959.0"	""	""	"231321"	"Engine_Run_Start"	"ENL"	"2024-06-18 23:13:21"	"1900-01-01 19:31:45"	"2024-06-18 23:08:21"	"2024-06-18 23:13:21"	"1756.0"	"-1.5433333333333332"	"10.046112159932653"	"False"	"3700.4747348388673"	"Herbaceous vegetation"	"True"	"120"	"187"	"66.42"	"57.34"	"75.08"	"48.5"	"70.6"	"53.5"	"46.0"	"90.0"	"71.5"	"True"	"57.34"	"75.08"	"66.42"
"1982"	"05/27/2023"	"35RV8I72.igc"	"ASH 31 MI"	"4:09:00"	"191752"	"232652"	"HOME"	"2024"	"12729[10450]"	"617"	"624"	"7"	"ASH31/18m's ENL monitor reports Engine Run 3 minutes, starts at T=191752 and: 2024 msl [-2 agl]; Height gain/loss is: 1240
ASH31/18m's ENL monitor reports Engine Run 1 minutes, starts at T=192059 and: 3257 msl [1253 agl]; Height gain/loss is: 240
ASH31/18m's ENL monitor reports Engine Run 2 minutes, starts at T=192228 and: 3589 msl [1513 agl]; Height gain/loss is: 613
ASH31/18m Motor noise registered by ENL sensor at t=['191753', '192055', '192059', '192220', '192228', '192431', '192433', '192435', '202731', '202748', '202749', '202750', '220120', '220121', '232618', '232619', '232638', '232649'] and [-2, 1263, 1253, 1427, 1513, 2034, 2051, 2047, 2523, 2376, 2382, 2352, 4603, 4616, 263, 253, 63, 63]AGL"	"191752,192059,192228"	""	""	"2024,3257,3589"	""	""	"-2.0,1253.0,1513.0"	""	""	"191753,192055,192059,192220,192228,192431,192433,192435,202731,202748,202749,202750,220120,220121,232618,232619,232638,232649"	""	""	"-2.0,1263.0,1253.0,1427.0,1513.0,2034.0,2051.0,2047.0,2523.0,2376.0,2382.0,2352.0,4603.0,4616.0,263.0,253.0,63.0,63.0"	""	""	"192059"	"Engine_Run_Start"	"ENL"	"2023-05-27 19:20:59"	"1900-01-01 19:17:52"	"2023-05-27 19:15:59"	"2023-05-27 19:20:59"	"-2.0,1253.0,1513.0"	"0.0,1.9789473684210526,1.7096774193548387"	"0.02754864298169632,3.9830053168834274,6.047154870536054"	"False,False,False"	"2037.274283173828,2013.6439850146485,2082.454317504883"	"Shrubs,Shrubs,Shrubs"	"False,True,True"	"180,60,120"	"1240, 240, 613"	"72.56,71.63,68.38"	"61.17,65.67,52.28"	"90.24,79.37,88.90"	"50.7,93.3,65.5"	"92.4,94.7,91.8"	"69.8,94.0,84.0"	"45.5,45.5,45.5"	"94.7,91.8,89.2"	"79.6,75.1,68.7"	"True"	"61.17,65.67,52.28"	"90.24,79.37,88.90"	"72.56,71.63,68.38"
"1986"	"04/26/2024"	"44QV83L1.igc"	"ASW 27-18 E (ASG-29E)"	"0:39:41"	"173359"	"181340"	"HOME"	"419"	"3274[2828]"	"128"	"29"	"-99"	"ASG29E18m's ENL monitor reports Engine Run 4 minutes, starts at T=174402 and: 1309 msl [899 agl]; Height gain/loss is: 1095
ASG29E18m Motor noise registered by ENL sensor at t=['174402', '174826'] and [899, 2017]AGL"	"174402"	""	""	"1309"	""	""	"899.0"	""	""	"174402,174826"	""	""	"899.0,2017.0"	""	""	"174402"	"Engine_Run_Start"	"ENL"	"2024-04-26 17:44:02"	"1900-01-01 17:33:59"	"2024-04-26 17:39:02"	"2024-04-26 17:44:02"	"899.0"	"-0.8966666666666666"	"5.251473078708852"	"False"	"398.6109463146973"	"Closed Forest, Evergreen Needleleaf"	"False"	"240"	"1095"	"70.85"	"67.01"	"81.86"	"46.3"	"64.3"	"56.1"	"45.5"	"65.6"	"57.6"	"False"	"67.01"	"81.86"	"70.85"
"1989"	"08/13/2011"	"18D_JP.igc"	"SZD-56-3 DIANA-2 FES"	"3:49:01"	"182407"	"221308"	"HOME"	"931"	"8005[7425]"	"284"	"271"	"-13"	"Diana2's ENL monitor reports Engine Run 1 minutes, starts at T=182535 and: 1742 msl [830 agl]; Height gain/loss is: 1112
Diana2 Motor noise registered by ENL sensor at t=['182535', '182720', '220902', '220917', '221043', '221053'] and [830, 1988, 1582, 1329, 925, 813]AGL"	"182535"	""	""	"1742"	""	""	"830.0"	""	""	"182535,182720,220902,220917,221043,221053"	""	""	"830.0,1988.0,1582.0,1329.0,925.0,813.0"	""	""	"182535"	"Engine_Run_Start"	"ENL"	"2011-08-13 18:25:35"	"1900-01-01 18:24:07"	"2011-08-13 18:20:35"	"2011-08-13 18:25:35"	"830.0"	"1.0378151260504203"	"1.951530993167049"	"False"	"912.1252837414551"	"Shrubs"	"False"	"60"	"1112"	""	""	""	"70.2"	"74.1"	"72.5"	"46.9"	"74.9"	"62.4"	"True"	""	""	""
"2006"	"06/29/2021"	"16TVACN1.igc"	"ASH 31 MI"	"5:23:14"	"181025"	"233339"	"HOME"	"5016"	"16564[11834]"	"1529"	"1468"	"-61"	"ASH3118Mjune's ENL monitor reports Engine Run 3 minutes, starts at T=181028 and: 5006 msl [-6 agl]; Height gain/loss is: 1463
ASH3118Mjune's ENL monitor reports Engine Run 2 minutes, starts at T=181442 and: 6719 msl [1378 agl]; Height gain/loss is: 771
ASH3118Mjune Motor noise registered by ENL sensor at t=['181028', '181411', '181442', '181741', '181849', '181938', '182110', '182127', '182129', '182139', '233332', '233335'] and [-6, 1358, 1378, 1086, 1431, 1726, 2572, 2542, 2483, 2468, 40, 40]AGL"	"181028,181442"	""	""	"5006,6719"	""	""	"-6.0,1378.0"	""	""	"181028,181411,181442,181741,181849,181938,182110,182127,182129,182139,233332,233335"	""	""	"-6.0,1358.0,1378.0,1086.0,1431.0,1726.0,2572.0,2542.0,2483.0,2468.0,40.0,40.0"	""	""	"181442"	"Engine_Run_Start"	"ENL"	"2021-06-29 18:14:42"	"1900-01-01 18:10:25"	"2021-06-29 18:09:42"	"2021-06-29 18:14:42"	"-6.0,1378.0"	"-0.011194029850746268,1.7366666666666666"	"0.1029657319677622,5.173585774633544"	"False,False"	"5005.413626098632,5295.88010418457"	"Herbaceous vegetation,Herbaceous vegetation"	"False,True"	"180,120"	"1463, 771"	"69.79,66.28"	"54.11,58.37"	"87.01,82.34"	"60.5,45.5"	"81.9,90.9"	"73.3,64.5"	"45.1,45.9"	"90.9,88.0"	"72.4,72.7"	"True"	"54.11,58.37"	"87.01,82.34"	"69.79,66.28"
